Title,Authors,Year,Keywords,Abstract,URL
"Online education: Worldwide status, challenges, trends, and implications","S Palvia, P Aeron, P Gupta, D Mahapatra… - Journal of Global …, 2018 - Taylor & Francis",2018 - Taylor & Francis,,"… We provide implications for country and world organizations … it covers period from 2000 till 
date. Third, since our emphasis is on business education, we have analyzed several business …",https://www.tandfonline.com/doi/abs/10.1080/1097198X.2018.1542262
"UTILISATION OF DIGITAL SKILLS FOR TEACHING AND LEARNING OF BUSINESS EDUCATION IN PUBLIC UNIVERSITIES IN THE SOUTH-SOUTH, NIGERIA","NP Emeasoba, CA Akudolu, RC Agbo - … of Business Education  …, 2022 - nigjbed.com.ng",2022 - nigjbed.com.ng,,"… It was recommended among others that Business Education lecturers should adopt new 
methods of instruction delivery … why students in our universities sometimes find it difficult to …",http://www.nigjbed.com.ng/index.php/nigjbed/article/view/556
[HTML][HTML] The student experience in higher education reshaped by the pandemic: The autoethnographic perspective of a business school staff member,"JB Maurice - Studies in Technology Enhanced Learning, 2022 - stel.pubpub.org",2022 - stel.pubpub.org,,"… It considers developing a digital and inclusive student experience to overcome the lack of … 
this business school, I provide some insight into how I could enhance their student experience …",https://stel.pubpub.org/pub/02-03-maurice-2022
UTILIZATION OF FACILITIES FOR INSTRUCTIONAL DELIVERY OF UNDERGRADUATE BUSINESS EDUCATION PROGRAMME IN RIVERS STATE UNIVERSITIES,"KDK Wokocha, CN Appah, JJ West - … Journal of Business Education …, 2020 - nigjbed.com.ng",2020 - nigjbed.com.ng,,"… Studies have shown that material resources have a great impact on the academic performance 
of students and it is required that facilities are made available to improve the teaching …",http://www.nigjbed.com.ng/index.php/nigjbed/article/view/452
"Self-regulated learning, team learning and project performance in entrepreneurship education: Learning in a lean startup environment","R Harms - Technological forecasting and social change, 2015 - Elsevier",2015 - Elsevier,,"… It is based on the idea that entrepreneurs should make their … students gain knowledge and 
skills about entrepreneurship … the learning goals and to deliver creative solutions to external …",https://www.sciencedirect.com/science/article/pii/S0040162515000281
[PDF][PDF] The impact of ICT on schools: Classroom design and curriculum delivery,"GM Eadie - Wellington: Samuel Mardson Collegiate School, 2001 - Citeseer",2001 - Citeseer,,"… to respond significantly to this new medium than it has in the business world. Computer use 
has the potential to transform the education process for both learners and teachers. But has …",https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=a06e6e861abf6227105ff065e306fd7bcbb77dde
[PDF][PDF] A model for the alignment of ICT education with business ICT skills requirements,"AP Calitz - … Mandela Metropolitan University Business School …, 2010 - core.ac.uk",2010 - core.ac.uk,,"… (learners) enrolling for the Information Technology (IT) school curriculum. The IT curriculum 
at school … The results of this study will provide useful guidelines and benefits to businesses, …",https://core.ac.uk/download/pdf/145050609.pdf
Mobile-learning platform for the development of entrepreneurial competences of the students,"N Tretyakova, A Lyzhin, E Chubarkova, M Uandykova… - 2021 - covid19.neicon.ru",M Uandykova… - 2021 - covid19.neicon.ru,,"… to adopt a student-centered model of delivering training material … platform into entrepreneurship 
education to increase … technologies in entrepreneurship education makes it possible to …",https://covid19.neicon.ru/publication/8171
[BOOK][B] The business school of the future,P Lorange - 2019 - books.google.com,P Lorange - 2019 - books.google.com,,"… the way in which students approach higher education might be … It is also true to say that many 
business school leaders have … in a way that delivers top-quality business education. Again, …",https://books.google.com/books?hl=en&lr=&id=I4HCDwAAQBAJ&oi=fnd&pg=PR7&dq=deliver+entrepreneurship+education+to+ict+students&ots=45JsSpjIoD&sig=Ey1mPKBNI0stikBYcJaEl3SBFjU
ICT in Africa: Building a better life for all,"SR Ponelis, MA Holmner - Information Technology for …, 2015 - Taylor & Francis",2015 - Taylor & Francis,,"… we provide an overview on the state of higher education and … for ICT to build platforms for 
education and entrepreneurship. … of students to meet the demand for higher education but this …",https://www.tandfonline.com/doi/abs/10.1080/02681102.2015.1010307
ROLE OF BUSINESS EDUCATION IN ACHIEVING ENTREPRENEURSHIP PROGRAMME,"C Peter - BIJE-BICHI JOURNAL OF EDUCATION, 2010 - bijejournal.com",2010 - bijejournal.com,,"… , a programme to provide students with information and … of business education, objective 
of business education, and its benefits. It also examines the concept of entrepreneurship, role of …",https://bijejournal.com/BIJE/article/view/97
Critical success factors in online education,"T Volery, D Lord - International journal of educational management, 2000 - emerald.com",2000 - emerald.com,,"… of a survey conducted amongst students enrolled in one online … For some, it offers the 
potential to provide learning to new … at Curtin Business School. One of the main drivers for online …",https://www.emerald.com/insight/content/doi/10.1108/09513540010344731/full/html
[CITATION][C] Investigating the Influence of Social Entrepreneurship Education on the Entrepreneurial Intention of GSSE Students in USIU-A.,DW Wanjohi - 2016 - United States International …,DW Wanjohi - 2016 - United States International …,,,
Changing times for management educators: Rethinking engagement with participatory forms of knowledge production,"D Harrington, JC Short, B Hynes - The Irish Journal of Management, 2015 - sciendo.com",2015 - sciendo.com,,"… We explore this changing role of the business school with an eye … of higher education is 
increasingly to educate students by … and how best to deliver it to make it relevant to the context of …",https://sciendo.com/article/10.1515/ijm-2015-0006
"… PLATFORM AND INSTRUCTIONAL DELIVERY OF BUSINESS EDUCATION PROGRAMME IN COLLEGES OF EDUCATION, SOUTH-SOUTH, NIGERIA.","SO Wagbara, EE Otomiewo - BW Academic Journal, 2022 - bwjournal.org",2022 - bwjournal.org,,"… literature and it is going to be of great importance to all stakeholder of Business Education. … 
is to ensure that educators have the skills and knowledge necessary to provide students with …",https://bwjournal.org/index.php/bsjournal/article/view/1008
Application of digital tools for the development of entrepreneurship competencies,"J Malach, N Kysil - Proceedings of the European Conference on …, 2019 - books.google.com",2019 - books.google.com,,"… If DLE is intended to be used for entrepreneurship education, we can call them … It shows 
that developed videos help entrepreneurial teams better deliver their business ideas to investors …",https://books.google.com/books?hl=en&lr=&id=ZMjBDwAAQBAJ&oi=fnd&pg=PA378&dq=deliver+entrepreneurship+education+to+ict+students&ots=NNO2wUShIO&sig=NRg5ck1kqNLT5G8bk5I0thp6LQE
Determinant Factors of Studentsâ€™ Entrepreneurial Intention: a Comparative Study,"D Purwana - Dinamika Pendidikan, 2018 - journal.unnes.ac.id",2018 - journal.unnes.ac.id,,"… Entrepreneurship education has a broad definition, covering … Thus, this study revealed that 
entrepreneurial education had … students are expected to be entrepreneurs in the future, it is …",https://journal.unnes.ac.id/nju/index.php/DP/article/view/12971
Leaving No-One behind: improving climate change and entrepreneurship education in Sub-Saharan africa through e-learning and innovative governance systems,"D Chirambo - … in Climate Change Education: Distance Learning for …, 2018 - Springer",2018 - Springer,,"… school students and the youth will be imperative since ICT modalities provide the means to 
which secondary school students can … change education; and secondary schools can provide …",https://link.springer.com/chapter/10.1007/978-3-319-70199-8_3
[PDF][PDF] Teaching strategies in business education for sustaining information and communication technology learning in the Niger Delta,"J Amesi, ME Akpomi, SI Okwuanaso - Global Journal of Arts …, 2014 - researchgate.net",2014 - researchgate.net,,"… teaching ICT adopts the strategies in business education for … and provide solutions with a 
rationale for their choices. … do not feel committed enough to consolidate students learning by …",https://www.researchgate.net/profile/Amesi-Joy-2/publication/283511127_Teaching_strategies_in_business_education_for_sustaining_information_and_communication_technology_learning_in_the_Niger_Delta/links/563ca64308aec6f17dd7ae0a/Teaching-strategies-in-business-education-for-sustaining-information-and-communication-technology-learning-in-the-Niger-Delta.pdf
Strategies for pan-european implementation of blended learning for innovation and entrepreneurship (i&e) education,"G Pisoni - Education Sciences, 2019 - mdpi.com",2019 - mdpi.com,,"… New information and communication technologies (ICTs) provide educators and learners with 
… innovation and entrepreneurship education and on their current adoption of IT tools within …",https://www.mdpi.com/474992
Design and Evaluation of Student‑Focused eLearning,"Y Bentley, H Selassie… - Electronic Journal of E …, 2012 - academic-publishing.org",2012 - academic-publishing.org,,"… the satisfaction level of the students. It is hoped that these findings can provide useful insights 
to … Everybody just formed teams in the first business school weekend where we didn’t have …",https://academic-publishing.org/index.php/ejel/article/view/1611
The online marketplace for business education: An exploratory study,"NA Mozahem - The International Journal of Management Education, 2021 - Elsevier",2021 - Elsevier,,"… This study investigates the online marketplace for business courses by viewing it as part of … 
in this study provide support for this belief based on the finding that while the average student …",https://www.sciencedirect.com/science/article/pii/S1472811721000938
